7@Medium@0,0,0,8,0,1,0,7,0,0,2,0,6,0,0,3,9,0,8,0,0,9,2,7,0,5,4,1,0,2,0,9,5,6,0,0,0,0,0,3,0,0,0,0,2,0,5,0,0,0,2,0,8,0,0,0,3,0,0,0,7,1,9,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,2,5@ @
8@Medium@4,0,5,0,0,9,6,8,0,7,8,0,0,3,0,0,2,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,4,0,6,9,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,3,0,5,0,6,3,0,4,1,0,0,0,0,1,0,3,6,7,0,4,0,0,4,0,0,5,2,0,0,0@ @
9@Medium@8,0,0,1,0,2,0,0,0,0,2,5,7,0,0,0,0,6,7,0,6,0,0,0,0,0,0,0,9,0,2,0,3,0,6,0,0,7,0,9,0,1,0,4,5,0,4,0,0,0,5,0,3,8,0,0,0,0,0,0,0,0,9,0,0,0,4,1,8,0,0,0,0,0,4,3,0,0,7,0,0@ @
1@Medium@8,0,5,0,0,0,6,9,4,3,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,1,0,3,0,0,0,0,6,0,0,0,0,9,0,9,0,0,4,0,5,7,0,0,0,3,0,0,4,7,0,8,0,0,6,0,0,7,3,0,1,0,4,0,8,0,0,0,0,0@ @
2@Medium@9,0,0,6,0,0,4,0,0,0,0,8,9,3,4,0,7,0,0,0,0,2,0,8,0,0,0,0,0,6,0,7,0,2,0,0,0,8,0,0,6,2,7,3,4,0,0,0,0,0,0,5,0,0,0,0,2,3,0,0,1,4,0,0,0,0,0,0,0,0,9,2,0,3,0,5,0,9,8,0,0@ @
3@Medium@6,0,0,8,0,1,0,5,0,4,5,0,0,0,0,0,7,0,1,0,0,0,0,7,0,8,9,0,0,6,0,0,8,7,0,0,0,2,0,0,0,0,9,0,0,3,0,7,0,2,0,0,0,4,0,0,0,1,0,0,2,0,5,8,0,0,2,9,3,0,0,0,0,0,0,0,4,0,0,9,0@ @
4@Hard@0,1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,4,0,0,2,8,0,0,3,7,0,5,0,6,0,0,0,0,1,0,0,6,0,4,0,0,0,2,0,0,0,8,9,2,4,0,5,0,2,0,0,0,1,0,9,0,0,0,8,9,0,3,0,5,0,0,7,0,0,0,8,0,1,3@ @
5@Medium@8,0,0,4,2,0,0,0,0,4,0,0,8,0,5,3,0,6,0,5,6,0,0,0,1,0,0,0,0,0,0,0,7,9,5,4,0,7,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,1,0,0,7,1,0,0,3,0,0,0,0,9,0,0,5,9,0,4,8,0,0@ @
6@Medium@9,3,0,0,5,0,0,0,1,0,7,6,0,0,0,3,0,0,0,0,4,0,9,0,8,6,5,2,0,0,0,0,6,0,0,0,7,0,9,1,2,4,0,0,0,0,0,0,0,0,5,0,9,8,0,4,0,0,0,0,1,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,3,0,5,0@ @
7@Medium@1,0,0,0,0,4,0,9,6,0,0,2,0,8,6,0,0,1,0,5,0,0,0,0,4,0,7,0,2,0,0,6,0,0,4,0,0,0,7,0,9,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,4,2,6,0,0,3,6,0,7,5,0,1,2,0,0,0,4,0,0,0,0,3,8@ @
8@Medium@0,0,6,0,7,8,0,3,4,0,0,0,0,0,1,9,0,5,0,1,0,0,0,0,2,8,7,3,0,0,1,0,0,0,9,0,4,0,0,0,6,0,0,0,0,0,0,8,0,0,0,7,0,2,6,0,0,8,0,0,0,5,0,9,0,0,0,3,0,0,0,1,0,0,0,4,0,0,8,0,9@ @
9@Hard@9,0,0,6,0,0,7,0,3,0,8,0,0,4,9,6,0,0,0,4,2,0,0,3,0,0,0,0,5,8,0,0,0,0,0,0,4,0,0,0,0,0,8,6,0,7,0,9,2,0,1,4,0,0,0,0,6,0,3,5,1,7,9,0,0,0,8,0,0,2,5,0,0,0,4,7,0,0,0,0,0@ @
10@Medium@0,0,0,0,4,0,0,7,0,0,2,0,0,0,0,0,8,0,9,8,0,5,0,0,0,2,6,8,0,0,0,1,0,6,9,5,6,0,0,0,0,2,0,0,4,0,3,0,0,6,0,0,0,7,0,0,3,0,0,5,0,4,0,0,0,0,9,3,0,7,0,2,0,0,0,6,0,0,0,0,0@ @
11@Medium@0,0,0,6,2,3,1,0,5,0,0,3,0,4,0,0,7,0,1,0,0,5,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,2,9,4,2,0,0,0,0,0,0,8,0,7,9,4,0,0,6,8,0,0,0,3,0,2,0,0,4,6,9,0,0,0,0,0,0,0,0,3@ @
13@Hard@0,3,9,0,4,7,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,5,0,0,8,0,3,0,2,0,0,2,0,5,0,4,7,0,0,0,9,4,0,2,1,0,0,5,9,0,8,3,0,0,0,4,1,0,6,3,0,8,0,0,0,0,4,7,2,0,0,0,0,0,9@ @
14@Medium@0,0,0,8,5,6,0,0,7,7,0,4,0,0,1,3,0,0,0,0,0,0,0,7,0,0,5,6,0,0,4,0,0,0,8,0,0,0,0,0,7,2,0,0,0,0,0,5,1,0,0,7,0,0,0,0,1,0,2,0,8,0,4,0,0,2,0,0,0,9,1,6,9,4,0,0,0,0,5,7,0@ @
15@Easy@0,0,0,6,0,0,0,9,0,5,0,0,0,0,3,0,4,2,0,0,9,0,0,2,1,0,5,8,2,0,7,0,0,5,0,3,0,0,0,0,0,1,0,0,9,4,0,0,0,8,0,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0@ @
16@Medium@5,0,3,0,0,0,0,4,0,0,7,0,3,0,4,0,9,0,0,0,0,6,5,0,0,0,3,0,0,0,5,7,2,0,0,6,2,1,8,0,0,0,7,0,4,0,0,0,0,8,0,0,0,0,8,0,0,0,1,0,0,0,7,4,0,0,0,6,0,9,0,5,0,3,0,0,0,9,0,0,0@ @
17@Medium@1,8,0,0,7,9,0,0,0,5,2,3,0,0,0,0,7,0,0,7,0,1,0,0,4,0,0,2,0,5,9,4,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,2,0,0,0,0,4,0,8,0,0,1,0,9,6,0,0,0,6,0,0,0,8,1@ @
18@Hard@6,0,0,4,0,0,0,0,3,0,8,3,0,0,0,5,0,4,0,4,0,2,3,0,0,0,9,0,0,0,0,0,0,8,6,2,0,0,4,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,6,5,4,0,8,0,7,0,8,2,0,1,0,0,4,0,0,3,7,1,2,0,0@ @
20@Hard@9,0,0,3,0,0,0,5,0,6,5,3,4,0,0,8,0,1,4,0,0,7,0,1,0,0,0,2,0,0,0,0,5,7,1,0,0,0,0,0,0,0,6,2,8,0,0,7,2,0,0,0,9,0,0,2,0,0,1,0,3,0,0,3,6,0,8,0,9,1,0,0,0,0,0,0,2,0,0,8,0@ @
21@Medium@0,0,4,1,6,7,0,0,0,1,0,7,0,0,0,2,4,0,0,6,0,0,0,2,0,0,5,3,8,0,5,0,0,0,7,1,4,0,0,0,0,0,3,0,0,0,7,0,0,2,0,0,0,0,8,5,0,6,0,0,4,0,9,0,0,0,0,0,9,0,5,0,0,0,0,8,5,3,0,0,0@ @
22@Medium@0,3,0,0,0,4,2,0,6,0,0,0,3,6,0,0,0,5,6,0,0,9,2,0,0,0,0,5,0,0,8,0,0,7,4,0,1,0,0,2,0,5,0,8,0,0,0,7,0,0,0,1,0,9,0,4,0,1,0,0,0,0,0,2,0,0,4,0,8,5,0,0,9,0,0,0,0,0,3,2,0@ @
23@Medium@3,0,0,0,0,7,0,1,0,0,1,5,0,0,9,6,0,2,9,8,0,3,2,0,7,0,5,2,0,4,0,0,0,1,8,0,1,5,0,6,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,5,6,0,0,0,3,0,2,0@ @
24@Easy@0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,0,7,0,8,2,9,0,0,8,0,9,5,0,0,0,4,0,0,0,0,0,0,0,3,9,0,0,2,5,0,1,3,8,0,0,0,0,0,0,0,4,2,0,0,5,0,0,3,0,9,0,0,7,0,0,0,7,6,0,0,0,0@ @
25@Medium@0,3,0,0,0,0,0,1,0,0,0,0,8,0,4,0,0,9,4,0,0,1,0,5,0,0,0,0,0,0,0,0,6,9,5,0,0,6,8,4,1,0,0,0,2,0,0,1,7,0,3,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,3,4,0,5,0,0,1,0,0,0,0,2,0,3,6@ @
26@Easy@9,7,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,8,0,3,0,0,7,0,9,0,0,0,0,0,0,2,4,8,0,2,5,0,0,0,1,0,0,0,0,0,9,0,0,3,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,2,0,0,9,2,6,1,0,0,3@ @
28@Easy@0,0,0,0,0,0,2,0,0,0,0,0,6,9,0,0,0,0,3,9,7,4,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,9,0,0,0,0,0,8,6,0,2,0,8,0,0,0,3,0,3,8,0,0,0,0,0,7,0,0,6,1,0,5,9,0,0,0,0,4,8,6,0,1,0,0@ @
29@Hard@0,0,1,5,0,0,6,0,0,0,6,4,7,0,0,0,0,9,0,0,0,0,0,4,0,8,0,3,1,0,0,0,5,0,6,2,6,0,9,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,5,8,0,7,0,0,0,0,8,6,1,0,0,3,7,0,0,9,0,0,3,2,0,0,5@ @
30@Medium@0,0,0,5,9,0,0,6,0,6,9,3,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,3,0,6,5,7,4,0,0,9,0,1,0,3,0,0,0,0,1,0,9,0,0,1,2,0,6,0,0,5,3,0,0,7,0,8,5,0,0,4@ @
31@Medium@1,0,0,3,0,0,5,4,0,0,4,5,0,0,2,0,1,0,0,3,8,0,0,0,2,0,0,3,0,0,9,2,0,7,8,5,2,0,0,0,0,6,0,3,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,6,5,9,8,0,0,0,7,0,0,0,3,0,0,0,0,6,0@ @
33@Medium@0,7,0,0,0,6,1,3,0,9,0,0,0,0,0,0,0,5,0,8,3,0,7,0,0,0,9,2,0,0,1,0,4,0,0,7,0,0,0,0,5,8,0,0,0,6,0,5,0,2,3,4,0,8,4,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,8,0,0,0,0,2,5,0,0@ @
34@Medium@0,2,6,0,0,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,5,8,0,3,0,0,0,0,0,0,9,0,5,8,0,0,3,4,0,0,2,0,6,0,8,0,1,0,0,5,0,0,7,3,5,0,2,0,0,1,4,0,0,0,0,0,0,9,6,3@ @
35@Medium@0,0,0,0,0,0,8,9,0,0,7,2,0,0,0,0,5,4,4,0,0,0,0,2,0,0,7,0,2,0,0,6,3,7,0,0,0,6,1,0,9,0,5,0,0,0,0,3,0,0,0,0,0,6,0,4,9,0,8,7,0,2,1,0,0,7,0,0,0,0,8,0,1,0,0,0,0,0,9,0,3@ @
36@Hard@0,0,0,0,7,0,0,0,0,0,6,8,0,0,1,5,0,0,9,0,0,0,0,0,4,0,3,4,0,9,0,0,2,0,0,8,0,5,6,4,0,8,0,2,9,0,2,0,0,0,0,3,4,5,0,0,7,0,6,0,0,0,0,3,0,0,1,0,9,7,6,4,0,1,4,0,0,0,0,0,2@ @
38@Medium@2,0,3,0,0,7,9,8,0,6,0,5,1,9,3,0,0,0,0,1,0,0,4,0,0,0,0,8,0,0,0,0,0,6,4,9,0,5,0,2,0,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,9,0,5,4@ @
39@Hard@0,0,0,0,2,6,0,0,0,0,5,0,4,7,1,3,0,0,1,2,0,0,3,9,0,5,0,4,7,0,1,9,0,0,0,6,0,9,0,0,0,8,0,7,3,6,0,0,2,0,0,4,0,0,0,1,7,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,4,0,8,0@ @
40@Hard@9,0,0,3,1,0,0,2,4,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,3,0,8,0,0,0,2,4,0,9,0,3,8,9,3,0,0,6,1,0,0,0,0,2,8,0,0,0,7,6,5,0,4,0,6,3,0,1,0,3,1,0,0,0,0,8,0,0,7,2,0,0,0,0,0,0,0@ @
41@Easy@9,0,7,1,0,0,3,0,2,2,0,5,0,0,6,8,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,7,0,4,2,0,0,8,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,8,0,0,0,0,0,0,4,0,0,0,2,1,0,8,0,0,2,0,0,0,0,0,7,0@ @
42@Medium@0,1,0,5,0,0,9,0,0,5,0,0,0,0,9,0,7,3,0,0,0,7,0,2,8,0,0,0,3,2,9,8,0,0,0,0,8,0,0,6,0,4,1,0,5,0,6,0,0,3,0,0,0,0,0,5,0,3,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,6,0,0,9@ @
43@Hard@0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,4,9,0,8,0,0,5,3,0,0,0,3,1,0,9,8,7,0,0,1,5,0,0,0,0,6,7,2,0,0,6,8,0,4,0,4,7,0,0,0,0,0,0,5,3,0,0,6,2,0,1,0,4,0,0,0,0,9,4,0,0,8@ @
44@Medium@0,0,0,2,0,0,5,1,0,0,0,4,7,5,0,0,0,0,3,1,0,6,0,0,4,0,0,0,0,8,0,0,0,7,0,9,0,7,0,0,2,0,0,0,0,1,2,0,8,0,0,0,0,5,0,0,9,4,0,5,0,0,1,0,0,1,0,0,0,0,0,7,7,0,0,0,0,0,6,3,4@ @
45@Medium@7,0,0,5,0,9,0,0,0,2,0,8,0,0,0,7,0,5,5,0,4,0,2,0,0,9,0,0,0,0,0,1,2,0,0,7,9,0,0,6,0,0,0,0,0,0,0,7,9,0,5,0,0,2,0,2,0,3,0,0,0,0,0,8,0,3,0,5,0,4,0,0,6,0,0,4,7,0,8,0,0@ @
46@Medium@0,3,0,9,0,1,0,8,0,0,0,0,0,5,0,0,0,0,0,5,1,8,0,0,0,0,0,8,0,9,1,0,0,5,2,6,0,0,6,0,2,0,0,3,0,3,7,0,0,0,0,1,0,8,0,0,0,0,0,5,7,0,0,2,0,0,0,7,0,0,0,3,0,6,3,0,0,0,0,0,9@ @
47@Hard@7,1,5,0,4,0,0,8,3,4,0,0,0,7,0,6,9,0,0,0,6,8,0,0,0,0,0,8,0,0,0,0,7,4,6,0,0,0,2,0,0,6,0,1,0,0,0,1,0,0,2,7,0,0,1,8,7,0,0,0,3,0,0,3,0,0,0,1,0,0,0,4,0,0,0,3,9,0,0,7,0@ @
50@Medium@0,7,0,0,3,0,9,0,8,5,0,0,8,0,0,1,0,0,6,0,0,0,7,1,0,0,0,0,0,0,9,0,0,0,6,2,2,9,0,0,0,0,0,1,0,0,0,5,7,4,0,0,8,0,0,0,0,0,0,0,0,0,0,8,3,4,0,6,0,7,2,0,7,0,0,0,0,0,8,0,4@ @
51@Medium@0,6,1,8,0,0,0,4,0,4,0,0,7,3,9,0,6,0,0,0,0,0,1,0,8,0,0,0,0,0,9,0,0,0,0,4,1,7,0,0,0,0,0,0,6,3,0,8,0,2,0,0,0,0,0,0,0,0,9,0,1,2,0,7,0,0,0,0,1,0,0,8,2,0,0,0,0,7,0,3,0@ @
52@Easy@0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,9,0,0,0,5,3,0,1,0,0,0,9,7,8,0,0,0,3,0,1,0,3,0,0,2,0,6,0,0,0,0,4,0,9,8,0,0,3,0,0,3,2,7,0,1,0,0,7,0,0,5,0,0,0,0,0@ @
53@Easy@0,0,0,0,0,0,0,0,0,6,0,4,7,0,0,0,0,0,0,9,3,5,0,0,4,0,8,0,3,8,0,0,0,7,2,0,0,1,0,0,3,0,9,0,0,0,0,0,9,0,0,0,0,6,0,5,0,0,7,0,6,0,2,2,0,0,0,6,0,0,4,0,0,0,9,1,0,0,3,0,0@ @
56@Easy@9,0,0,4,2,0,3,5,0,0,0,3,0,7,0,0,0,6,0,0,1,8,3,0,0,0,0,0,9,0,3,0,0,0,8,0,4,0,0,5,0,2,0,3,9,0,0,0,0,0,0,0,0,4,8,0,7,0,0,4,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,8,0,0@ @
57@Medium@8,0,0,0,0,0,0,0,0,5,6,4,0,8,2,0,7,0,0,7,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0,5,0,1,0,0,0,0,2,8,0,3,0,9,7,0,0,0,0,0,0,0,5,3,0,0,8,0,7,6,0,0,0,0,5,0,0,2,0,0,3,0,9,0,0,0,1@ @
58@Easy@0,0,9,8,1,0,0,0,0,0,0,0,7,0,0,0,2,6,0,0,0,0,0,5,0,4,0,0,8,0,5,0,0,0,0,4,7,0,0,0,0,3,0,8,0,0,0,2,0,0,8,0,5,3,0,0,0,0,0,0,0,0,0,6,0,5,0,9,2,3,0,0,0,1,7,0,0,4,6,0,0@ @
59@Medium@0,0,0,0,1,0,0,6,0,1,0,0,0,0,8,0,0,0,0,5,0,0,9,3,0,7,0,7,0,1,5,0,0,3,0,0,0,6,5,0,0,1,0,2,0,0,3,0,8,2,0,0,0,0,3,1,9,0,0,0,5,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,4,9,0,1,6@ @
60@Medium@0,0,0,0,9,6,7,0,0,0,0,1,7,0,0,0,5,0,0,9,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,9,0,0,6,5,0,0,1,0,4,2,0,0,0,7,3,5,0,2,0,6,0,6,0,0,0,4,7,0,0,0,0,1,4,0,8,3,0,0,0@ @
62@Easy@0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,0,4,0,1,0,0,0,3,8,0,2,9,6,0,0,0,0,1,0,0,0,0,0,0,0,9,0,3,0,0,0,0,9,0,0,0,0,0,6,0,4,0,0,6,0,0,8,0,0,5,0,4,7,0,1,0,3@ @
63@Medium@0,0,6,0,7,0,0,5,0,0,9,0,0,4,0,0,8,0,0,8,0,5,0,0,7,2,1,0,1,0,0,8,0,5,9,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,0,0,8,0,3,6,0,0,2,7,0,0,6,0,0,0,0,4,0,0,9,5,0,3,2,0,0,6,0@ @
64@Medium@1,0,0,8,0,9,0,0,0,0,7,0,0,0,0,0,0,4,2,0,9,0,0,0,3,8,5,0,0,0,6,0,2,0,0,0,0,0,0,4,9,1,0,0,0,4,0,0,3,0,0,0,0,2,0,0,2,0,4,0,0,6,0,9,0,7,0,0,0,0,0,8,0,3,0,2,7,5,0,9,1@ @
66@Medium@0,0,0,0,0,0,2,0,0,6,0,0,4,3,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,5,7,4,0,0,0,1,0,0,0,8,3,7,0,7,0,0,0,0,0,0,1,6,1,0,4,0,0,0,0,0,9,2,3,0,8,0,1,0,0,5,5,0,0,3,6,4,7,0,1@ @
67@Easy@7,0,4,0,0,3,0,0,1,0,1,0,0,4,6,2,0,3,0,0,6,0,0,0,5,0,0,0,5,0,1,0,0,6,0,9,0,6,8,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,8,0,0,7,0,0,5,4,0,0@ @
68@Medium@0,0,3,1,2,0,4,0,8,0,0,0,6,0,0,0,5,0,7,0,4,9,0,8,0,0,1,0,8,0,0,0,3,0,0,5,0,0,7,0,0,0,0,0,0,4,0,2,8,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,4,6,0,0,0,0,0,3,1,0,0,0,9,2,0,0,7@ @
69@Hard@0,3,0,0,0,2,0,0,0,5,0,8,7,0,6,0,9,0,0,0,0,9,3,1,0,2,0,2,9,0,0,6,7,0,1,0,3,0,4,0,2,0,0,7,0,0,0,0,0,0,0,0,0,9,0,6,3,4,0,0,0,0,0,1,4,0,0,0,0,9,3,0,8,0,0,0,1,0,0,6,4@ @
70@Hard@0,0,0,0,0,0,0,0,0,3,5,0,6,0,4,7,0,0,9,4,0,7,3,8,0,0,6,0,7,0,1,8,2,9,0,0,0,6,0,9,0,3,0,2,5,0,3,0,0,6,0,1,0,0,0,0,0,0,0,9,0,7,0,0,0,0,5,0,0,8,0,0,5,2,4,0,0,0,0,0,0@ @
71@Medium@2,0,0,0,0,0,0,4,9,4,8,0,0,0,0,3,0,6,0,0,3,9,0,0,7,2,0,0,2,0,0,6,0,8,0,0,6,0,0,0,1,0,0,0,0,0,4,0,7,0,5,0,3,1,0,0,0,0,0,0,0,7,0,0,1,5,3,0,2,0,0,0,0,0,0,5,0,4,0,0,0@ @
72@Hard@1,0,4,0,8,0,9,0,0,0,5,9,0,1,7,4,0,6,0,8,6,0,4,0,0,0,0,0,0,0,3,0,2,0,6,0,0,0,0,0,0,0,0,0,9,0,3,1,4,6,0,0,2,7,0,0,0,8,0,0,0,1,0,2,4,0,0,7,0,0,3,0,6,0,7,0,0,0,2,0,0@ @
73@Medium@1,9,0,0,0,0,7,0,8,8,0,0,0,7,9,0,2,6,0,0,0,0,0,4,1,3,9,0,0,0,6,9,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,8,0,2,0,1,0,3,7,9,0,0,0,0,3,0,0,0,0,0,7@ @
74@Easy@0,5,0,7,6,0,0,0,8,8,0,2,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,9,0,0,4,7,0,0,0,0,0,3,0,9,0,0,0,0,0,0,6,0,1,0,0,3,0,9,5,0,0,8,0,0,6,7,0,0,0,2,0,9,0,0,4,6,0,0,3,0,0,2,0@ @
75@Medium@0,0,5,0,0,0,0,0,9,0,4,0,3,6,8,0,5,0,3,0,0,0,0,0,8,0,1,5,9,0,2,0,4,0,0,0,0,0,8,0,0,7,0,0,0,4,2,0,0,0,9,0,0,0,0,0,2,1,0,6,0,9,5,0,0,0,0,0,0,0,0,8,1,0,0,0,0,5,2,3,7@ @
76@Medium@0,0,0,0,0,1,0,0,7,0,0,0,9,0,0,1,0,3,0,2,0,0,0,0,9,0,0,1,0,0,0,0,9,4,0,0,0,0,7,0,4,6,0,1,8,0,0,0,0,0,0,5,0,9,3,1,8,6,0,0,0,0,0,0,7,0,5,0,0,0,0,6,0,6,2,3,0,4,0,0,0@ @
77@Medium@6,5,0,0,0,0,0,7,0,0,0,0,3,4,0,9,0,0,0,9,8,0,0,1,0,2,6,3,2,0,8,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,1,0,0,3,7,7,0,0,0,0,2,4,0,0,0,0,0,0,7,8,5,1,0@ @
78@Easy@9,0,0,4,0,0,1,5,8,0,0,3,0,9,8,2,0,0,8,0,0,0,0,0,0,0,6,7,0,0,0,5,0,0,8,0,0,6,0,2,7,0,0,0,0,0,0,0,9,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,9,0,6,0,0,3,0,0,0,5,0,4,7,0,0,0@ @
79@Medium@0,4,7,0,2,0,0,0,8,0,0,2,3,0,0,0,0,6,8,0,0,0,0,0,1,0,7,3,8,0,0,0,0,0,9,0,0,0,0,1,0,0,8,0,5,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,9,0,6,0,0,7,0,5,1,0,0,0,1,8,4,9,3,0,0@ @
